,0
adj_mfe,0.1291705081720409
mfe_per_nt,0.125269986046698
paired_grad_last_first,0.05697843755987012
seg1_paired_frac,0.05654535994524679
len,0.04356171292185044
seg3_paired_frac,0.04007871689099934
pgs_stem_len,0.03811445728108271
unpaired_frac,0.03662259741480792
loop_unpaired_frac,0.03583744959316123
pgs_stem_len_norm,0.033772544508209615
num_pairs,0.03368074853712039
paired_frac,0.033569569063597794
seg2_paired_frac,0.0280856195612255
helix_max_len,0.019212333768526407
anchor_stem_len,0.01719751453398717
num_bulges,0.010919225946375717
helix_mean_len,0.010691943223240593
bulge_max_right,0.010021976907924135
helix_count,0.009777411441167247
pct_GU_pairs,0.009172169862315784
pct_AU_pairs,0.008310869093111307
pgs_loop_size_norm,0.007738661048830674
mean_loop_size,0.006859292687051364
bulge_density,0.00660763993733797
bulge_max_left,0.006256506433560405
di_GG,0.0060319450935086534
pct_G,0.005948707047006819
imbalance_G_C,0.005833541925021328
tri_UGU,0.005781603484580633
u_frac,0.005223806579544315
g_frac,0.005193010557647757
au_frac,0.005179401244656944
pct_GC_pairs,0.005099426395697673
pct_U,0.004976859397847114
di_AG,0.00488698004883759
di_GU,0.004835818758810973
di_UU,0.004439943011942131
imbalance_GA_CU,0.004353885531944554
num_loops,0.004326514069732623
gc_frac,0.004294080495761394
di_UC,0.004235763712075178
bulge_chain_same_side_count,0.004211894118538381
seg3_gc,0.004113270803041674
di_GC,0.004088596911349186
bulge_count,0.003936897539981948
seg1_gc,0.0039030873712797187
seg4_gc,0.0038929270412659464
gc_grad_last_first,0.0038202191994196246
di_GA,0.0038123408435522125
seg2_gc,0.0037860448958486038
max_loop_size,0.0036328132681027665
di_AC,0.0035705603822522507
pgs_loop_size,0.003558206151501284
pct_A,0.0035559886270168073
di_CU,0.0035219970143621983
di_CG,0.0033835344758367004
di_AA,0.003380480237689698
di_UA,0.0033780293358338367
c_frac,0.003366595852664896
bulge_chain_count,0.0033455366719362923
di_CC,0.003275214646196362
di_CA,0.0032208186186178265
a_frac,0.003141104051106937
pct_C,0.003110663219541089
di_UG,0.0031018135940565406
di_AU,0.0030887816162763213
tri_GUG,0.002562308674391978
tri_UGUG,0.0024795226482816454
pgs_score,0.002479139773230113
tri_AUG,0.0022640991429159285
seg4_paired_frac,0.001373941279033057
tri_GCG,0.0012522968008476254
tri_CGC,0.0011548985636321266
pgs_cnnc_loose_count,0.0010798739461194216
pgs_basal_ug_count,0.0007784958651425918
pgs_ugu_count,0.0004336702514191156
pgs_ugug_count,0.0001529879966682992
sample_weight,9.68088370939847e-05
pct_other_pairs,0.0
tier2_enabled,0.0
tier2_penalty,0.0
tier2_pass,0.0
tier2_mfe_per_nt,0.0
tier2_loop_len,0.0
tier2_unpaired_frac,0.0
tier2_bulge_frac,0.0
